No,Kabupaten/Kota,Nama Destinasi
1596,Kota Surabaya,Fresh Market
1597,Kota Surabaya,GWalk
1598,Kota Surabaya,Kebun Binatang
1599,Kota Surabaya,Mirota Batik
1600,Kota Surabaya,Pasar Bunga Kayoon
1601,Kota Surabaya,Surabaya Carnival
1602,Kota Surabaya,Surabaya North Quay
1603,Kota Surabaya,Taman Hiburan Rakyat
1604,Kota Surabaya,Taman Prestasi
1605,Kota Surabaya,Taman Remaja
1606,Kota Surabaya,THP (Taman Hiburan Pantai) Kenjeran
1607,Kota Surabaya,Arca Joko Dolog
1608,Kota Surabaya,Balai Kota SSCT
1609,Kota Surabaya,De Javasche Bank Museum BI
1610,Kota Surabaya,House Of Sampoerna
1611,Kota Surabaya,Jalan Tunjungan MMT
1612,Kota Surabaya,Kampung Lawas Maspati
1613,Kota Surabaya,Kapal Artama III
1614,Kota Surabaya,Kawasan Wisata Religi Ampel
1615,Kota Surabaya,Klenteng Boen Bio
1616,Kota Surabaya,Klenteng Hok An Kiong
1617,Kota Surabaya,Loka Jala Crana
1618,Kota Surabaya,Makam Dr. Sutomo
1619,Kota Surabaya,Makam Sawunggaling
1620,Kota Surabaya,Makam Sunan Bungkul
1621,Kota Surabaya,Masjid Agung Sunan Ampel
1622,Kota Surabaya,Masjid AlAkbar
1623,Kota Surabaya,Masjid Ceng Ho
1624,Kota Surabaya,Monumen Kapal Selam
1625,Kota Surabaya,Monumen Tugu Pahlawan
1626,Kota Surabaya,Museum Dr Soetomo
1627,Kota Surabaya,Museum Kesehatan
1628,Kota Surabaya,Museum NU
1629,Kota Surabaya,Museum Olah Raga
1630,Kota Surabaya,Museum Pendidikan
1631,Kota Surabaya,Museum Surabaya
1632,Kota Surabaya,Perpustakaan BI
1633,Kota Surabaya,Museum  HOS Cokroaminoto
1634,Kota Surabaya,Museum Wage Rudolf Supratman
1635,Kota Surabaya,Pura Jagad Karana
1636,Kota Surabaya,Taman Budaya Jatim
1637,Kota Surabaya,TIC dan balai Pemuda
1638,Kota Surabaya,UPTD Ampel
1639,Kota Surabaya,Kampung Lawas
1640,Kota Surabaya,Kampung Wisata
1641,Kota Surabaya,Kampung Arab Ampel
1642,Kota Surabaya,Kampung Gundih
1643,Kota Surabaya,Wonorejo Mangrove
1644,Kota Surabaya,Sumur Welut
1645,Kabupaten Trenggalek,Goa Lowo
1646,Kabupaten Trenggalek,Hutan Mangrove
1647,Kabupaten Trenggalek,Pantai Cengkrong
1648,Kabupaten Trenggalek,Pantai Karanggongso / Pasir Putih
1649,Kabupaten Trenggalek,Pantai Mutiara
1650,Kabupaten Trenggalek,Pantai Pelang
1651,Kabupaten Trenggalek,Pantai Prigi
1652,Kabupaten Trenggalek,Wisata Goa Ngerit
1653,Kabupaten Trenggalek,Wisata Tebing Linggo
1654,Kabupaten Trenggalek,Kolam Renang Tirta Jualita
1655,Kabupaten Trenggalek,Rumah Apung
1656,Kabupaten Trenggalek,Waterpark Bukit Jass
1657,Kabupaten Trenggalek,Desa Wisata Durensari
1658,Kabupaten Trenggalek,Dilem Wilis
1659,Kabupaten Trenggalek,Desa Wisata Senden Goa Ngerit
1660,Kabupaten Trenggalek,Banyu Nget
1661,Kabupaten Trenggalek,Desa Wisata Masaran Blado
1662,Kabupaten Trenggalek,Desa Kendalrejo
1663,Kabupaten Trenggalek,Wonoasri
1664,Kabupaten Trenggalek,Jurug Tundo
1665,Kabupaten Trenggalek,Desa Depok
1666,Kabupaten Trenggalek,Desa Nglebo
1667,Kabupaten Trenggalek,Argo Lawe
1668,Kabupaten Trenggalek,Air Terjung Songgolangit
1669,Kabupaten Trenggalek,Embung Tambong
1670,Kabupaten Trenggalek,Kedung Lesung
1671,Kabupaten Trenggalek,Embung Beji Maron
1672,Kabupaten Trenggalek,Kampung Toga Lestari
1673,Kabupaten Trenggalek,Kampung Kelinci
1674,Kabupaten Tuban,Air Terjun Nglirip
1675,Kabupaten Tuban,Banyulangse
1676,Kabupaten Tuban,Goa Akbar
1677,Kabupaten Tuban,Goa Ngerong
1678,Kabupaten Tuban,Goa Putri Asih
1679,Kabupaten Tuban,Goa Suci
1680,Kabupaten Tuban,Pantai Boom
1681,Kabupaten Tuban,Pantai Cemara
1682,Kabupaten Tuban,Pantai Kelapa
1683,Kabupaten Tuban,Pantai Sowan
1684,Kabupaten Tuban,Tebing Pelangi
1685,Kabupaten Tuban,Tuban Mangrove Centre
1686,Kabupaten Tuban,TWT
1687,Kabupaten Tuban,Wisata Kali Pelang
1688,Kabupaten Tuban,Wisata Tingkis (Batu Van Tuban)
1689,Kabupaten Tuban,Wana Wisata Prataan
1690,Kabupaten Tuban,Jatiwangi Park
1691,Kabupaten Tuban,Kampung Air
1692,Kabupaten Tuban,Pemandian Bektiharjo
1693,Kabupaten Tuban,Pemandian Nganget
1694,Kabupaten Tuban,Sendang Asmoro
1695,Kabupaten Tuban,Sumberarum Park
1696,Kabupaten Tuban,Makam Asmoroqondi
1697,Kabupaten Tuban,Makam Bejagung Kidul
1698,Kabupaten Tuban,Makam Bejagung Lor
1699,Kabupaten Tuban,Makam Ibrahim Asmoro
1700,Kabupaten Tuban,Makam Mbah Jabar
1701,Kabupaten Tuban,Makam Sunan Bonang
1702,Kabupaten Tuban,Makam Sunan Geseng
1703,Kabupaten Tuban,Museum Kambang Putih
1704,Kabupaten Tuban,Desa Wisata Religi Bejagung
1705,Kabupaten Tuban,Desa Wisata Margorejo
1706,Kabupaten Tuban,Desa Wisata Budaya Sukorejo
1707,Kabupaten Tuban,Desa Wisata Guwo Terus
1708,Kabupaten Tuban,Desa Wisata Pantai Kelapa
1709,Kabupaten Tuban,Desa Wisata Sendang Asmoro
1710,Kabupaten Tuban,Desa Wisata Air Terjun Nglirip
1711,Kabupaten Tuban,Kampung Batik Kedungrejo
1712,Kabupaten Tulungagung,Agro Belimbing Berseri
1713,Kabupaten Tulungagung,pantai pacar
1714,Kabupaten Tulungagung,Air Terjun Cuban Kromo
1715,Kabupaten Tulungagung,Goa Pasir
1716,Kabupaten Tulungagung,Goa Selomangleng
1717,Kabupaten Tulungagung,Goa Tritis
1718,Kabupaten Tulungagung,Gunung Budhek
1719,Kabupaten Tulungagung,Jurang Senggani
1720,Kabupaten Tulungagung,Pantai Brumbun
1721,Kabupaten Tulungagung,Pantai Coro
1722,Kabupaten Tulungagung,Pantai Dlodoh
1723,Kabupaten Tulungagung,Pantai Gemah
1724,Kabupaten Tulungagung,Pantai Kedung Tumpang
1725,Kabupaten Tulungagung,Pantai Klatak
1726,Kabupaten Tulungagung,Pantai Molang
1727,Kabupaten Tulungagung,Pantai Ngalur
1728,Kabupaten Tulungagung,Pantai Popoh
1729,Kabupaten Tulungagung,Pantai Sanggar
1730,Kabupaten Tulungagung,Pantai Sidem
1731,Kabupaten Tulungagung,Pantai Sine
1732,Kabupaten Tulungagung,Pesanggrahan Agro Wilis
1733,Kabupaten Tulungagung,Ranu Gumbolo
1734,Kabupaten Tulungagung,Telaga Buret
1735,Kabupaten Tulungagung,Waduk Wonorejo
1736,Kabupaten Tulungagung,Brond Waterpark
1737,Kabupaten Tulungagung,Bukit Tunggul Malik
1738,Kabupaten Tulungagung,Bumi alam Kandung
1739,Kabupaten Tulungagung,Cowindo
1740,Kabupaten Tulungagung,Puncak Jowin
1741,Kabupaten Tulungagung,Pantai Lumbung
1742,Kabupaten Tulungagung,Pantai Nglinci
1743,Kabupaten Tulungagung,Kampung Susu Dinasty
1744,Kabupaten Tulungagung,Kampung Tani
1745,Kabupaten Tulungagung,Kolam Renang Vidia Tirta
1746,Kabupaten Tulungagung,Monumen Wajakensis
1747,Kabupaten Tulungagung,Nangkula Park
1748,Kabupaten Tulungagung,Mbalung Kawok
1749,Kabupaten Tulungagung,Ori Green
1750,Kabupaten Tulungagung,Pantai Midodaren
1751,Kabupaten Tulungagung,Splash Water Park
1752,Kabupaten Tulungagung,Tugu Park
1753,Kabupaten Tulungagung,Waterpark Singapore
1754,Kabupaten Tulungagung,Pantai Sioro
1755,Kabupaten Tulungagung,Wisata Taman Anggrek Kahyangan
1756,Kabupaten Tulungagung,Arca Dwarapala Jepun
1757,Kabupaten Tulungagung,Arca Dwarapala Tamanan
1758,Kabupaten Tulungagung,Arca Dwarapala Tretek
1759,Kabupaten Tulungagung,Candi Gayatri Boyolangu
1760,Kabupaten Tulungagung,Candi Dadi
1761,Kabupaten Tulungagung,Candi Mirigambar
1762,Kabupaten Tulungagung,Candi Ngampel
1763,Kabupaten Tulungagung,Candi Penampihan
1764,Kabupaten Tulungagung,Candi Sanggrahan
1765,Kabupaten Tulungagung,griyo dalem kanjengan
1766,Kabupaten Tulungagung,Makam Astonogedong
1767,Kabupaten Tulungagung,Makam Astono  Praloyo Demak
1768,Kabupaten Tulungagung,Makam Awar Awar
1769,Kabupaten Tulungagung,Makam Bedalem
1770,Kabupaten Tulungagung,"Makam Bupati 4, 5 dan 10"
1771,Kabupaten Tulungagung,Makam Bupati ke XI
1772,Kabupaten Tulungagung,Makam Bupati Ke XIII
1773,Kabupaten Tulungagung,Makam Bupati ke XX
1774,Kabupaten Tulungagung,Makam Bupati
1775,Kabupaten Tulungagung,Makam Eyang Cokro Kusumo
1776,Kabupaten Tulungagung,Makam K.H Mimbar
1777,Kabupaten Tulungagung,Makam Ki Ageng Sengguruh
1778,Kabupaten Tulungagung,Makam setono dalem Majan
1779,Kabupaten Tulungagung,Makam Ngadirogo (H. Nasuha)
1780,Kabupaten Tulungagung,Makam Patih Ngabehi dan R. sastro Tulungagung
1781,Kabupaten Tulungagung,Makam Sech I Muchyidin
1782,Kabupaten Tulungagung,Makam Sentono Gedong
1783,Kabupaten Tulungagung,Makam Srigading
1784,Kabupaten Tulungagung,Makam Sunan Kuning
1785,Kabupaten Tulungagung,Makam Surontani I Aryo Kusumo
1786,Kabupaten Tulungagung,Makam Surontani II
1787,Kabupaten Tulungagung,Makam Surontani III
1788,Kabupaten Tulungagung,Makam Syeh Basyaruddin
1789,Kabupaten Tulungagung,Masjid al Mimbar Majan
1790,Kabupaten Tulungagung,Masjid Tiban Macanbang
1791,Kabupaten Tulungagung,Museum Daerah
1792,Kabupaten Tulungagung,Museum Tulungagung
1793,Kabupaten Tulungagung,Situs Aryojeding
1794,Kabupaten Tulungagung,Situs Mbah Bodo
1795,Kabupaten Tulungagung,Situs Kanigoro
1796,Kabupaten Tulungagung,Situs Rejotangan
1797,Kabupaten Tulungagung,Situs Telungrejo
1798,Kabupaten Tulungagung,Desa Wisata Nglurup Jurang Senggani
1799,Kabupaten Tulungagung,Desa Wisata Mulyosari
1800,Kabupaten Tulungagung,Desa Wisata Gambiran
1801,Kabupaten Tulungagung,Desa Wisata sebalor
1802,Kabupaten Situbondo,Pantai Bletok
1803,Kota Madiun,Nusantara Edupark
1804,Kabupaten Sampang,Edufarm Kampung Tani Panjalin
1805,Kabupaten Madiun,Taman Wisata Lembah Wilis
1806,Kabupaten Madiun,Rumah Coklat
1807,Kabupaten Blitar,Sumur Amber
1808,Kabupaten Blitar,Kampung Gerabah
1809,Kabupaten Sampang,Kampong Milon Napote
1810,Kota Pasuruan,Gedung Harmonie
1811,Kabupaten Gresik,Dynasty water Park
1812,Kabupaten Gresik,Wisata Bajak Laut
1813,Kabupaten Gresik,kolam Renang Malindo
1814,Kabupaten Bondowoso,Navara Water Park
1815,Kabupaten Bondowoso,yyyy
1816,Kabupaten Gresik,Twin Lake Kemangi
1817,Kabupaten Gresik,Wisata Edukasi Urban Farming (Kampung Kreasi)
1818,Kabupaten Gresik,Mangrove Sukorejo Kali Lamong
1819,Kabupaten Gresik,Mangrove Karang Kiring
1820,Kabupaten Gresik,Bale Pesusukan
1821,Kabupaten Gresik,Bale Keling
1822,Kabupaten Kediri,Kolam Renang Sumberagung Grogol
1823,Kabupaten Kediri,Kolam Renang Tirta Asri Pare
1824,Kabupaten Kediri,Kampung Lele
1825,Kabupaten Kediri,Dadapan One Stop Holiday
1826,Kabupaten Kediri,Marwah Tirta & Resto 1
1827,Kabupaten Kediri,Marwah Tirta & Resto 2
1828,Kabupaten Kediri,Marwah Tirta & Resto 3
1829,Kabupaten Kediri,Kota Mungil
1830,Kabupaten Kediri,Istana Jamur
1831,Kabupaten Kediri,Bukit Goa Naga
1832,Kabupaten Kediri,Wisata Dunia Candy
1833,Kabupaten Kediri,Makam Pragulo Pati
1834,Kabupaten Kediri,Situs Adipati Panjer
1835,Kabupaten Kediri,Situs Watu Gajah
1836,Kabupaten Kediri,Situs Watu Dakon 1
1837,Kabupaten Kediri,Situs Watu Dakon 2
1838,Kabupaten Kediri,Petilasan Dewi Sekartaji
1839,Kabupaten Kediri,Makam Syech Abdul Mursyad
1840,Kabupaten Kediri,Makam Auliya (Gus Mik)
1841,Kabupaten Kediri,Makam Tan Malaka (WBTB)
1842,Kabupaten Kediri,Makam Syech Ihsan Jampes
1843,Kabupaten Kediri,Makam Syech Zainal Abidin
1844,Kabupaten Kediri,Makam Kyai Doko / Prabu Anom Doko
1845,Kabupaten Ngawi,Benteng Pendem Van Den Bosch
1846,Kota Batu,Taman Langit
1847,Kota Batu,Taman Langit
1848,Kota Batu,wisata taman langit
1849,Kota Madiun,Lapak Bumi Semendung
1850,Kota Batu,Wisata Buatan Batu Jati Mas
1851,Kabupaten Lumajang,Wana Wisata Siti Sundari
1852,Kabupaten Lumajang,Goatzilla Farm
1853,Kabupaten Lumajang,Situs Selo Gending
1854,Kabupaten Malang,Museum Singhasari
1855,Kabupaten Ngawi,Benteng Pendem Van Den Bosch
1856,Kabupaten Gresik,WISATA DESA BELURON BENGAWAN SOLO (BBS)
1857,Kabupaten Gresik,Kolam Renang Ocean Kids
1858,Kabupaten Ngawi,Museum kampoeng cak Soen
1859,Kota Madiun,Lapak Mbah Remul
1860,Kota Madiun,Lapak Pesona
1861,Kota Madiun,Lapak Taman Obor
1862,Kota Madiun,Lapak Donopuran
1863,Kota Madiun,Lapak Kembul Sari
1864,Kabupaten Tuban,air Terjun Bongok
1865,Kota Madiun,Lapak Patih Sidodadi Kel. Patihan
1866,Kota Madiun,lapak Sonokeling
1867,Kabupaten Probolinggo,Water Boom Marbagong (MBG)
1868,Kabupaten Tuban,Pantai Panduri
1869,Kabupaten Malang,Pertapaan Karmel
1870,Kabupaten Malang,Museum Panji
1871,Kabupaten Malang,Sae L'Sima
1872,Kabupaten Mojokerto,Claket Adventure Park
1873,Kabupaten Mojokerto,Maha Vihara Majapahit / Budha Tidur
1874,Kabupaten Mojokerto,Puthuk Gragal
1875,Kabupaten Mojokerto,Tirta Anandiri
1876,Kabupaten Mojokerto,Joglo Park
1877,Kabupaten Mojokerto,Waterland
1878,Kabupaten Mojokerto,Loka Wiyata Surya (Tahura)
1879,Kabupaten Mojokerto,Balekambang
1880,Kabupaten Mojokerto,Wisata Panorama Petung Sewu (WPPS)
1881,Kabupaten Mojokerto,Ladang Anggrek
1882,Kabupaten Mojokerto,Intan Abatani
1883,Kabupaten Mojokerto,Air Terjun Watulampang
1884,Kabupaten Mojokerto,Bukit Kayoe Putih
1885,Kabupaten Mojokerto,Air Terjun Watuondo
1886,Kabupaten Mojokerto,Candi Brahu
1887,Kabupaten Mojokerto,Pendakian Watujengger
1888,Kabupaten Mojokerto,Candi Wringinlawang
1889,Kabupaten Mojokerto,Candi Tikus
1890,Kabupaten Mojokerto,Pacet Mini Park
1891,Kabupaten Mojokerto,Parimas
1892,Kabupaten Mojokerto,Candi Bajangratu
1893,Kabupaten Mojokerto,Makam Troloyo
1894,Kabupaten Mojokerto,Qoem - Qoem
1895,Kabupaten Mojokerto,Petirtaan Jolotundo
1896,Kabupaten Mojokerto,Bernah De Valley
1897,Kabupaten Mojokerto,Ubalan Waterpark
1898,Kabupaten Mojokerto,Pemandian Air Panas Padusan
1899,Kabupaten Mojokerto,Wet Sendi
1900,Kabupaten Mojokerto,Air Terjun Dlundung
1901,Kabupaten Mojokerto,Sumber Gempong
1902,Kabupaten Mojokerto,Sasana Krida
1903,Kabupaten Mojokerto,Taman Ghanjaran
1904,Kabupaten Malang,Padhepokan Seni Mangun Dharma
1905,Kabupaten Malang,Candi Gunung Telih
1906,Kabupaten Malang,Situs Watu Gong
1907,Kabupaten Pamekasan,Wisata Terpadu Bhurunan Murtajih
1908,Kabupaten Malang,Padepokan Seni Asmorobangun
1909,Kabupaten Malang,Karaeng Galesong
1910,Kabupaten Malang,masjid Asy-Syuhada
1911,Kabupaten Malang,GKJW Peniwen
1912,Kabupaten Malang,Monumen Peniwen Affair
1913,Kabupaten Malang,Candi Sapto
1914,Kabupaten Malang,Wisata Religi Gunung Bathok
1915,Kabupaten Malang,Wisata Ritual Sendang Kamulyan
1916,Kabupaten Malang,Religi Pesarean Syech Abdul Jalil
1917,Kabupaten Malang,Hutan Pinus Winongan
1918,Kabupaten Malang,Alas pakis
1919,Kabupaten Malang,Pantai Wedi Awu
1920,Kabupaten Malang,Pantai Bolu-bolu
1921,Kabupaten Malang,Pantai Sipelot
1922,Kabupaten Tuban,Discovery Of Forest
1923,Kabupaten Tuban,Sendang Lanjar Maibit
1924,Kabupaten Tuban,Gunung Dingklik Ngimbang
1925,Kabupaten Tuban,Wisata Air Hangat Mbeji
1926,Kabupaten Tuban,Agro Park Klumpit
1927,Kabupaten Tuban,Kandangan Park
1928,Kabupaten Malang,Pantai Gatra
1929,Kabupaten Bangkalan,Desa Telaga Biru
1930,Kabupaten Malang,Pantai Kali Apus/Pringapus
1931,Kabupaten Malang,Pantai Teluk Asmara
1932,Kabupaten Malang,Pantai Tambak Asri
1933,Kabupaten Malang,Pantai Perawan Sidoasri/Tambak Asri
1934,Kabupaten Malang,Hutan Pinus Bendosari
1935,Kabupaten Malang,Gunung Bromo
1936,Kabupaten Malang,Coban Trisula
1937,Kabupaten Malang,Coban Raksasa
1938,Kabupaten Malang,Lembah Kera
1939,Kabupaten Malang,Mata Air Umbulan/Umbulrejo
1940,Kabupaten Malang,Mata Air Sumber Manggis
1941,Kabupaten Malang,Mata Air Sumber Urip
1942,Kabupaten Malang,Mata Air Sumber Jodho
1943,Kabupaten Malang,Sumber Air Krabyakan
1944,Kabupaten Malang,Coban Supit Urang
1945,Kabupaten Malang,Gunung Mujur
1946,Kabupaten Malang,sumber Nyolo
1947,Kabupaten Malang,Coban Singo/Arema
1948,Kabupaten Malang,Coban Jodo
1949,Kabupaten Malang,Coban Jidor
1950,Kabupaten Malang,Coban Barnawi
1951,Kabupaten Malang,Coban Siuk
1952,Kabupaten Malang,Pantai Jolangkung
1953,Kabupaten Malang,Pantai Pasir Besi
1954,Kabupaten Malang,Gua Sengik
1955,Kabupaten Malang,Pantai Kedung Celeng
1956,Kabupaten Malang,Pantai Pulodoro
1957,Kabupaten Malang,Pantai Seling ombo
1958,Kabupaten Malang,Pantai Kondang Iwak
1959,Kabupaten Malang,Pantai Kondang Bandung
1960,Kabupaten Malang,Pantai Nglurung
1961,Kabupaten Malang,Goa Payung
1962,Kabupaten Malang,Umbulan (Pemandian)
1963,Kabupaten Malang,Pantai Teluk Bidadari
1964,Kabupaten Malang,Pantai Mbehi
1965,Kabupaten Malang,Pantai Ndaliputih/Dali Putih
1966,Kabupaten Malang,Pantai Banyu Meneng
1967,Kabupaten Malang,Pantai Taman Ayu
1968,Kabupaten Malang,Bukit Bundu
1969,Kabupaten Malang,Pantai Licin
1970,Kabupaten Magetan,KOLAM RENANG HANIF TIRTO PELANGI
1971,Kabupaten Sampang,WMS Berung Ngambeng Spot Klobur
1972,Kabupaten Malang,Wisata Petik Jeruk Bedengan
1973,Kabupaten Jember,kampung Durian
1974,Kabupaten Jember,Situs Duplang
1975,Kabupaten Bangkalan,KRAHIGA
1976,Kabupaten Banyuwangi,Agro Wisata Bukit Rayud
1977,Kabupaten Jember,BIN Cigar
1978,Kabupaten Jember,Pantai Payangan
1979,Kabupaten Jember,Museum Tembakau
1980,Kabupaten Jember,Air Terjun Antrokan Manggisan
1981,Kabupaten Jember,Pantai Rowo Cangak
1982,Kabupaten Jember,Puncak SJ 88
1983,Kabupaten Gresik,Jelajah Kampung Lawas Kebungson (Heart Of Bandar Grisse)
1984,Kabupaten Gresik,Wisata Telaga Pelemwatu
1985,Kabupaten Malang,Desa Wisata Masmul Mulyoagung
1986,Kabupaten Gresik,Ekowisata Magrove Superberu Bawean
1987,Kabupaten Jember,Air Terjun 7 Bidadari
1988,Kabupaten Jember,Candi Deres
1989,Kabupaten Jember,Pusat Penelitian Kopi dan Kakao
1990,Kabupaten Jember,Pantai Paseban
1991,Kabupaten Sampang,Taman Wiyata Sampang
1992,Kabupaten Sampang,UD Sumber Mutiara ( oleh-oleh)
1993,Kabupaten Sampang,WAMAS (WISATA ARSIP MASYARAKAT SAMPANG)
1994,Kabupaten Madiun,NUSANTARA EDUPARK
1995,Kabupaten Malang,Museum Zoologi Frater Vianney
1996,Kabupaten Malang,P-WEC (Petungsewu Wildlife Education Center)
1997,Kabupaten Malang,Paralayang Bukit Waung
1998,Kabupaten Malang,Kasembon Rafting
1999,Kabupaten Malang,Danau Bureng/Mbureng
2000,Kabupaten Sampang,pantai Damar Wulan
2001,Kabupaten Sampang,Makam Khotib Mantoh
2002,Kabupaten Ponorogo,Kolam Renang Tirto Joyo
2003,Kabupaten Malang,Desa Wisata Tirtomarto
2004,Kabupaten Malang,Desa Wisata Srigonco
2005,Kabupaten Malang,Desa Wisata Sempalwadak
2006,Kabupaten Malang,Desa Wisata Amadanom
2007,Kabupaten Malang,Desa Wisata Pamotan
2008,Kabupaten Malang,Desa Wisata Jambangan
2009,Kabupaten Malang,Desa Wisata Kucur
2010,Kabupaten Malang,Desa Wisata Petungsewu
2011,Kabupaten Malang,Desa Wisata Landungsari
2012,Kabupaten Malang,Desa Wisata Donomulyo
2013,Kabupaten Malang,Desa Wisata Sidodadi
2014,Kabupaten Gresik,Wisata Jatisewu Gresik
2015,Kabupaten Sampang,Sampang Water Park ( SWP )
2016,Kabupaten Magetan,Museum Artefac Joko Tingkir
2017,Kabupaten Kediri,Wisata GerojoganJatuh Cinta
2018,Kabupaten Kediri,Tirta Mentari
2019,Kabupaten Kediri,tirta selo agung
2020,Kabupaten Kediri,tirta kusuma
2021,Kabupaten Kediri,taman petualang
2022,Kabupaten Gresik,Wisata Gunung Pundut
2023,Kabupaten Malang,Wisata Kali Uceng
2024,Kabupaten Malang,Taman Topeng Sengguruh
2025,Kabupaten Malang,Embung Babadan/Embung Kapurono
2026,Kabupaten Malang,Agro Tawon 'Wisata Petik Madu'
2027,Kabupaten Malang,Tlogo Land
2028,Kabupaten Sidoarjo,kolam Renang Sendang Delta GOR Sidoarjo
2029,Kabupaten Lamongan,kolam renang LSC
2030,Kabupaten Malang,Museum Kesehatan Jiwa
2031,Kabupaten Malang,Paralayang Sidoluhur
2032,Kabupaten Malang,Villa Buah Naga
2033,Kabupaten Malang,Agro Wisata Buah Naga Organik
2034,Kabupaten Malang,Mahoni Budidaya Ikan
2035,Kabupaten Malang,Ngantang Park
2036,Kabupaten Malang,Agro Salak
2037,Kabupaten Malang,Ndayungadventure
2038,Kabupaten Malang,Sedaer River Tubing
2039,Kabupaten Malang,Banyu Maro River Tubing
2040,Kabupaten Blitar,Blitar Fantasy World
2041,Kabupaten Blitar,Pantai Serit
2042,Kabupaten Malang,Desa Wisata Ketindan
2043,Kabupaten Malang,Wisata Petik Jeruk Lembah Manah
2044,Kabupaten Banyuwangi,Banyuwangi Theme Park
2045,Kabupaten Malang,Desa Wisata Wringinanom (Dewi Anom)
2046,Kabupaten Malang,Desa Wisata Toyomarto
2047,Kabupaten Malang,Desa Wisata Bangelan
2048,Kabupaten Malang,Desa Wisata Madiredo
